mal_id,title,type,source,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,season,year,studios,producers,licensors,genres,themes,demographics,synopsis
40145,Yu☆Gi☆Oh! Sevens,TV,Card game,92,Finished Airing,False,2020-04-04,2022-03-27,24 min per ep,PG-13 - Teens 13 or older,6.35,5276,8966,5485,20330,86,spring,2020,Bridge,TV Tokyo|Konami|Shueisha,Konami Cross Media NY,Action|Fantasy,Strategy Game,Shounen,"In the ever-growing world of Duel Monsters, as duelists improve their skills and rise up the ranks, duels become increasingly complex. By adhering to strict rules, in addition to using and learning proven strategies, one can develop into a strong duelist. However, as a boy who loves inventions and discovering new possibilities, elementary school student Yuuga Oudou finds the current way of dueling predictable and rigid—in other words, boring.

Thus, he aims to craft a new path in dueling with his exhilarating new invention: Rush Duels. His ambition soon catches the attention of Tatsuhisa Kamijou, a fellow elementary school student, who brings him to a mysterious place in an attempt to discover the potential of the new system. 

While Yuuga aims to implement Rush Duels as the new dueling standard and overthrow the conventions of the game, he opens the door to his ultimate goal—to make dueling exciting again.

[Written by MAL Rewrite]"
40333,Uzumaki,TV,Manga,4,Finished Airing,False,2024-09-28,2024-10-19,28 min per ep,R - 17+ (violence & profanity),5.67,76373,12586,1162,244149,1240,fall,2024,Akatsuki|Fugaku,Production I.G,VIZ Media,Avant Garde|Drama|Horror|Suspense,Psychological,Seinen,"In the town of Kurouzu-cho, Kirie Goshima lives a fairly normal life with her family. As she walks to the train station one day to meet her boyfriend, Shuuichi Saito, she sees his father staring at a snail shell in an alley. Thinking nothing of it, she mentions the incident to Shuuichi, who says that his father has been acting weird lately. Shuuichi reveals his rising desire to leave the town with Kirie, saying that the town is infected with spirals.

But his father's obsession with the shape soon proves deadly, beginning a chain of horrific and unexplainable events that causes the residents of Kurouzu-cho to spiral into madness.

[Written by MAL Rewrite]"
40392,Runway de Waratte,TV,Manga,12,Finished Airing,False,2020-01-11,2020-03-28,24 min per ep,PG-13 - Teens 13 or older,7.55,56576,1989,1879,139347,442,winter,2020,Ezόla,Mainichi Broadcasting System|Kodansha|DMM pictures|Team-MAX,Funimation,Drama,School|Showbiz|Visual Arts,Shounen,"Being the daughter of a modeling agency owner, Chiyuki Fujito aspires to represent her father's agency in the prestigious Paris Fashion Week, shining under the spotlight as a runway model. However, although she is equipped with great looks and talent, she unfortunately lacks a key element in becoming a successful model—height. Stuck at 158 cm even after entering high school, her childhood dream seems out of reach.

Meanwhile, Ikuto Tsumura is a high school student with a knack in designing clothes; however, without the resources to pursue the necessary education, his ambition of becoming a fashion designer remains a mere dream. But as fate brings Chiyuki and Ikuto together, the dim hopes within their hearts are ignited once again. Together, the two promise to rebel against convention and carve out their own paths in the fashion world.

[Written by MAL Rewrite]"
40397,Maoujou de Oyasumi,TV,Manga,12,Finished Airing,False,2020-10-06,2020-12-22,23 min per ep,PG-13 - Teens 13 or older,7.95,113515,828,1131,248726,2562,fall,2020,Doga Kobo,Lantis|FuRyu,Funimation,Comedy|Fantasy,Parody,Shounen,"The Demon Lord Tasogare's castle is a dark and frightening place, filled to the brim with various monsters. Any soul unfortunate enough to be imprisoned here is sure to be terrified by the horrors within. However, the human princess Aurora Suya Rhys ""Syalis"" Kaymin is a different case. Rather indifferent to her situation, Syalis worries about one thing and one thing only—sleep. Ever since the demon lord kidnapped her from her kingdom, she has not had a single good night's rest.

To alleviate her dozen dozing issues, the princess makes do with what she can find in the castle. Whether it be the fur of fluffy demonic teddy bears or the silky, blanket-like bodies of ghost shrouds, everything is but a means to ensure a peaceful slumber. With so many potential materials to craft items that can help her sleep at her disposal, nothing will stop the sleepy princess—not even death.

[Written by MAL Rewrite]"
40417,Fruits Basket 2nd Season,TV,Manga,25,Finished Airing,False,2020-04-07,2020-09-22,23 min per ep,PG-13 - Teens 13 or older,8.53,302542,146,431,583382,6472,spring,2020,TMS Entertainment,TV Tokyo|TV Osaka|Nihon Ad Systems|Hakusensha|Avex Pictures|TMS Music|8PAN,Funimation,Drama|Romance|Supernatural,School,Shoujo,"A year has passed since Tooru Honda began living in the Souma residence, and she has since created stronger relationships with its inhabitants Shigure, Kyou, and Yuki. She has also grown closer to the rest of the Souma family and has become familiar with their ancestral secret, having helped them with many of their personal issues. The closer Tooru gets, however, the more she begins to realize that their secret holds a darker truth than she first presumed.

Summer is approaching and Tooru is invited to spend her days with the Soumas, mainly Kyou and Yuki. Tooru wishes for an easy-going vacation, but her close relationships with the two boys and the rest of the Soumas may prove to cause trouble. As they grow more intimate, their carefree time together is hindered by older hardships and feelings from the past that begin to resurface. The Eternal Banquet also dawns on the members of the zodiac, and they must tend to their duties alongside the unnerving head of the family, Akito Souma.

Wi"
40513,Nami yo Kiitekure,TV,Manga,12,Finished Airing,False,2020-04-04,2020-06-20,24 min per ep,R - 17+ (violence & profanity),7.35,32935,2905,2517,92440,214,spring,2020,Sunrise,Mainichi Broadcasting System|Kodansha|DMM pictures|DMM Music,Funimation,Comedy|Drama,Adult Cast|Showbiz,Seinen,"Restaurant worker Minare Koda has recently been through a bad breakup. Heartbroken and drunk after a night out, she rants about her misery to a complete stranger—Kanetsugu Matou, a radio station director local to Sapporo, Hokkaido.

The next day at work, Minare is shocked to hear a recording of herself from the previous night playing over the radio. Flustered, she rushes to the radio station in a frenzy to stop the broadcast. As she confronts Matou, a chain of events leads to her giving an impromptu talk live on air, explaining her savage drunken speech. With her energetic voice, she delivers a smooth dialogue with no hesitation, which Matou recognizes as raw talent.

Minare soon becomes a late-night talk show host under Matou's direction, covering amusing narratives set in Sapporo, all while balancing her day job and personal life to make ends meet.

[Written by MAL Rewrite]"
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,TV,Manga,12,Finished Airing,False,2020-04-11,2020-06-27,24 min per ep,PG-13 - Teens 13 or older,8.61,958333,109,96,1496876,19055,spring,2020,A-1 Pictures,Aniplex|Mainichi Broadcasting System|Shueisha|JR East Marketing & Communications,Aniplex of America,Comedy|Romance,School,Seinen,"After a slow but eventful summer vacation, Shuchiin Academy's second term is now starting in full force. As August transitions into September, Miyuki Shirogane's birthday looms ever closer, leaving Kaguya Shinomiya in a serious predicament as to how to celebrate it. Furthermore, the tenure of the school's 67th student council is coming to an end. Due to the council members being in different classes, the only time Kaguya and Miyuki have to be together will soon disappear, putting all of their cunning plans at risk.

A long and difficult election that will decide the fate of the new student council awaits, as multiple challengers fight for the coveted title of president.

[Written by MAL Rewrite]"
40623,Dokyuu Hentai HxEros,TV,Manga,12,Finished Airing,False,2020-07-04,2020-09-26,23 min per ep,R+ - Mild Nudity,5.77,60304,12059,1689,158918,284,summer,2020,Project No.9,Aniplex|AT-X|Studio Mausu|Toranoana|Tokyo MX|Q-Tec|Shueisha|BS11|Contents Seed|Global Solutions,Aniplex of America,Action|Comedy|Romance|Sci-Fi|Ecchi,Harem|School,Shounen,"Five years ago, alien beings known as the ""Kiseichuu'' invaded the world. With the species endangered, the Kiseichuu are determined to take over Earth through a deadly plan that would gradually wipe out the human race: take away humanity's sexual drive using various methods, letting them die out. In response to the Kiseichuus' scheme, the HxEros device was developed—a powerful weapon that only those with high levels of erotic energy can utilize at its maximum capacity. 

Retto Enjou, a high schooler harboring an immense hatred toward the Kiseichuu, joins a group of HxEros users to fight against them and protect humankind. With their gear reliant on erotic energy as a source of power, the team must work together to maintain high levels of libido to ensure their readiness for combat at any given time. Moreover, as he lives in a house full of lustful girls, Enjou should not expect a shortage of power anytime soon.

[Written by MAL Rewrite]"
40682,Kingdom 3rd Season,TV,Manga,26,Finished Airing,False,2020-04-06,2021-10-17,25 min per ep,R - 17+ (violence & profanity),8.84,55387,31,1949,133526,2780,spring,2020,Studio Pierrot|Studio Signpost,Shueisha|NHK Enterprises,Funimation,Action,Historical|Military,Seinen,"Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states.

Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themse"
40716,Kakushigoto,TV,Manga,12,Finished Airing,False,2020-04-02,2020-06-18,23 min per ep,PG-13 - Teens 13 or older,7.97,149086,795,778,353623,2152,spring,2020,Ajia-do,Dentsu|Marvelous Entertainment|Kodansha|AT-X|Studio Mausu|Tokyo MX|Avex Pictures|A-Sketch,Funimation,Comedy,Childcare|Gag Humor|Otaku Culture,Shounen,"Kakushi Gotou is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out. 

This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace.

Kakushigoto tells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up.

[Written by MAL Rewrite]"
40748,Jujutsu Kaisen,TV,Manga,24,Finished Airing,False,2020-10-03,2021-03-27,23 min per ep,R - 17+ (violence & profanity),8.51,1992005,160,11,3021425,96083,fall,2020,MAPPA,Mainichi Broadcasting System|TOHO animation|Shueisha|dugout|Sumzap,VIZ Media,Action|Award Winning|Supernatural,School,Shounen,"Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the King of Curses.

Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Prefectural Jujutsu High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer.

[Written by MAL Rewrite]"
40776,Haikyuu!! To the Top Part 2,TV,Manga,12,Finished Airing,False,2020-10-03,2020-12-19,23 min per ep,PG-13 - Teens 13 or older,8.56,552970,127,219,925660,6496,fall,2020,Production I.G,Dentsu|Mainichi Broadcasting System|Movic|Sony Music Entertainment|TOHO animation|Shueisha,Sentai Filmworks,Sports,School|Team Sports,Shounen,"Once called a fallen powerhouse and known as ""Flightless Crows,"" Karasuno High School has finally taken flight at nationals. With a comprehensive performance against Tsubakihara Academy in their first match, the team is now facing its toughest opponent yet: the runners-up of the last Spring Tournament, Inarizaki High School. Furthermore, dealing with the formidable twin Miya brothers only makes things more difficult for Karasuno.

As soon as the match begins, Karasuno is overwhelmed by all the noise and jeers from the supporters of Inarizaki High but rekindles its strength thanks to its own loyal fans. Karasuno also gains some momentum by utilizing an attack centered on Shouyou Hinata, but the eccentric play of Atsumu and Osamu Miya delivers an unexpected blow that leaves their opponent astounded.

Things are bound to get intense as the match progresses between these two teams. Will Karasuno be able to defeat Inarizaki High and overcome the hurdles that threaten its pursuit to the top?"
40902,Shokugeki no Souma: Gou no Sara,TV,Manga,13,Finished Airing,False,2020-04-11,2020-09-26,23 min per ep,PG-13 - Teens 13 or older,7.31,297859,3145,429,586217,1453,spring,2020,J.C.Staff,Warner Bros. Japan|KlockWorx|Shueisha|Bandai Namco Arts,Sentai Filmworks,Gourmet|Ecchi,School,Shounen,"Thanks to Souma Yukihira, Erina Nakiri, and the rebel forces overthrowing the regime of Azami Nakiri—the previous school director—and the former Elite Ten, Tootsuki Culinary Academy is back in order. However, its students have one more great battle ahead of them: the BLUE, a competition where young chefs seeking world-class fame compete. Faced with new trials and rivals, Souma and his friends will fight to conquer the BLUE and to defeat Asahi Saiba, the leader of an underworld organization of chefs known as Noir, who once defeated Souma and his father in a Shokugeki.

[Written by MAL Rewrite]"
40908,Kemono Jihen,TV,Manga,12,Finished Airing,False,2021-01-10,2021-03-28,23 min per ep,R - 17+ (violence & profanity),7.36,187408,2844,640,420890,2351,winter,2021,Ajia-do,Frontier Works|Lantis|Shueisha|Yomiuri TV Enterprise|Bandai Namco Arts|JTB Next Creation,Funimation,Action|Mystery|Supernatural,Detective|Mythology,Shounen,"Kohachi Inugami, a detective who specializes in the occult, arrives at a remote village in the Japanese countryside, tasked by a hostess at a local inn to investigate a string of incidents involving rotting and mutilated livestock corpses that have been appearing for seemingly no reason. While surveying, Inugami notices a peculiar young boy working in the fields. Evaded by his peers and called ""Dorotabou"" for his stench, the young farmhand is surprised that anybody would take an interest in him.

Inugami, piqued with curiosity, enlists Dorotabou in helping him with the investigation, despite scorned looks from the villagers. Unbeknownst to Dorotabou, this investigation will reveal a strange new world to him—one of the beast-like entities known as Kemono existing in tandem with humans—along with breathing new purpose into his previously empty life.

[Written by MAL Rewrite]"
40911,Yuukoku no Moriarty,TV,Manga,11,Finished Airing,False,2020-10-11,2020-12-20,23 min per ep,R - 17+ (violence & profanity),8.17,209962,495,510,506597,8324,fall,2020,Production I.G,Mainichi Broadcasting System|Shueisha|Yomiuri TV Enterprise|Bandai Namco Arts|Bandai Spirits,Funimation,Mystery|Suspense,Adult Cast|Historical|Organized Crime|Psychological,Shounen,"During the late 19th century, Great Britain has become the greatest empire the world has ever known. Hidden within its success, the nation's rigid economic hierarchy dictates the value of one's life solely on status and wealth. To no surprise, the system favors the aristocracy at the top and renders it impossible for the working class to ascend the ranks.

William James Moriarty, the second son of the Moriarty household, lives as a regular noble while also being a consultant for the common folk to give them a hand and solve their problems. However, deep inside him lies a desire to destroy the current structure that dominates British society and those who benefit from it. 

Alongside his brothers Albert and Louis, William will do anything it takes to change the filthy world he lives in—even if blood must be spilled.

[Written by MAL Rewrite]"
40956,Enen no Shouboutai: Ni no Shou,TV,Manga,24,Finished Airing,False,2020-07-04,2020-12-12,24 min per ep,PG-13 - Teens 13 or older,7.82,497240,1106,222,916485,3112,summer,2020,David Production,Mainichi Broadcasting System|Kodansha|bilibili|DMM pictures|DMM Music,Funimation,Action|Fantasy|Sci-Fi,Urban Fantasy,Shounen,"After his confrontation in the Nether with his younger brother Shou, Shinra Kusakabe's resolve to become a hero that saves lives from the flame terror strengthens. Finding a way to turn the Infernals back into people, unraveling the mystery of the Evangelist and Adolla Burst, and saving his mother and Shou—these are the goals Shinra has in mind. However, he has come to realize that attaining these goals will not be easy, especially with the imminent danger the Evangelist poses.

The Evangelist's plan is clear: to gather the eight pillars—the individuals who possess Adolla Burst—and sacrifice them to recreate the Great Cataclysm from 250 years ago. Having been revealed by the First Pillar that the birth of a new pillar is approaching, Shinra is determined to protect his fellow pillars from the Evangelist. Thus, the fiery battle between the Special Fire Force and the Evangelist ignites. Together with the Special Fire Force, Shinra's fight continues as he uncovers the truth about the Grea"
41380,100-man no Inochi no Ue ni Ore wa Tatteiru,TV,Manga,12,Finished Airing,False,2020-10-02,2020-12-18,23 min per ep,PG-13 - Teens 13 or older,6.52,166370,7876,839,333743,717,fall,2020,Maho Film,Lantis|Warner Bros. Japan,Crunchyroll,Action|Adventure|Drama|Fantasy,Isekai,Shounen,"Yuusuke Yotsuya has always disliked Tokyo, but he especially hates the people who live in it. He would rather thrive in a virtual world than try to get along with those around him. At the end of one school day, he sees the popular athlete Iu Shindou talking to Kusue Hakozaki, who spends less time in school due to illness. But when he looks away from the two and back again, they have seemingly disappeared.

Mere moments later, Yotsuya enters a state of free-fall, and the world begins to change around him. Dropping into a large pool of water, the first thing he sees when he comes to his senses is an assortment of enormous monsters. He soon finds out that he has been brought into a game world by Shindou and Hakozaki and that he must complete a quest within 14 days.

There is one thing that separates this world from the real world: anyone who dies will be brought back to life in 30 seconds as long as one party member is alive. Tasked with numerous quests that increase in difficulty over ti"
41402,Mairimashita! Iruma-kun 2nd Season,TV,Manga,21,Finished Airing,False,2021-04-17,2021-09-11,24 min per ep,PG-13 - Teens 13 or older,8.02,186928,719,734,372343,2502,spring,2021,Bandai Namco Pictures,NHK|NHK Enterprises,Crunchyroll,Comedy|Fantasy,School,Shounen,"After many trials and tribulations, Iruma Suzuki is finally happily living among demons despite having to hide his true identity as a human. Even more so, he has now found his ambition in life: keep ranking up in this world!

However, that plan is halted when Iruma's club is temporarily dismissed, and he is forced to be part of the student council, known for its strictness toward rowdy students. Its cold-hearted president is Amelie Azazel, Iruma's friend. Although Iruma is not used to following their rigid schedule and many rules, he still wants to prove himself and help Amelie alongside all of the other members of the council. 

But trouble arises when Amelie's personality completely changes due to strange circumstances, putting the student council's reputation in jeopardy. Will Iruma be able to save them and avoid having the whole school turn into pure chaos?

[Written by MAL Rewrite]"
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,Manga,12,Finished Airing,False,2021-07-06,2021-09-21,23 min per ep,PG-13 - Teens 13 or older,8.29,526756,341,224,907540,11037,summer,2021,8bit,Kodansha|BS11|Bandai Namco Arts|Micro Magazine Publishing|Bandai Spirits|Sony Music Solutions|ADK Marketing Solutions,Crunchyroll,Action|Comedy|Fantasy,Isekai|Reincarnation,Shounen,"The nation of Tempest is in a festive mood after successfully overcoming the surprise attack from the Falmuth Army and the Western Holy Church. Beyond the festivities lies a meeting between Tempest and its allies to decide the future of the Nation of Monsters. The aftermath of the Falmuth invasion, Milim Nava's suspicious behavior, and the disappearance of Demon Lord Carrion—the problems seem to keep on piling up.

Rimuru Tempest, now awakened as a True Demon Lord, decides to go on the offensive against Clayman. With the fully revived Storm Dragon Veldora, Ultimate Skill Raphael, and other powerful comrades, the ruler of the Tempest is confident in taking down his enemies one by one until he can face the man pulling the strings.

[Written by MAL Rewrite]"
41587,Boku no Hero Academia 5th Season,TV,Manga,25,Finished Airing,False,2021-03-27,2021-09-25,23 min per ep,PG-13 - Teens 13 or older,7.35,710071,2887,111,1354066,10272,spring,2021,Bones,Dentsu|Movic|Sony Music Entertainment|TOHO animation|Shueisha,Funimation,Action,School|Super Power,Shounen,"UA Academy's Class 1-A has been the focus of a substantial amount of public attention due to the multiple villain attacks they have faced over the past school year. This attention has left Class 1-A's rivals, Class 1-B, feeling quite bitter. Desiring to prove their skills, they look forward to the opportunity that has been given to them: a set of mock battles between the students of each class.

The classes are split into squads of four, each of which is tasked with capturing the other group members. The winner is the group who first secures all of the opposing team. While this sounds simple, a curveball is thrown into the mix with the inclusion of General Course Student Hitoshi Shinsou, who wishes to transfer into the Hero Course. Despite using his training with Class 1-A's homeroom teacher Shouta ""Eraserhead"" Aizawa to prove that he's capable of being a real hero, he is still far behind the others due to his lack of experience. However, Shinsou is determined to overcome this challeng"
41589,Tokyo Mew Mew New ♡,TV,Manga,12,Finished Airing,False,2022-07-06,2022-09-21,24 min per ep,PG-13 - Teens 13 or older,6.64,12213,7201,3644,48797,349,summer,2022,Yumeta Company|Graphinica,TV Tokyo|Dentsu|Pony Canyon|Kodansha,Sentai Filmworks,Romance|Sci-Fi,Mahou Shoujo,Shoujo,"Ichigo Momomiya is excited to start high school and fall in love. She is in luck when she meets the popular and good-looking Masaya Aoyama, and she immediately develops a crush on him. When Ichigo learns that Aoyama is passionate about the environment, she seizes the chance to ask him out thanks to some tickets to an exhibition about endangered animals.

During their date, Ichigo is struck by a mysterious light and faints. Waking up to the sight of Aoyama, she remains unharmed—but they both must escape from a giant rat-like creature after it injures Aoyama. To save her crush, Ichigo awakens her powers and transforms into a heroine with the skills of a cat.

After she defeats the monster, researchers Ryou Shirogane and Keiichiro Akasaka explain that Ichigo was chosen to become a part of the Mew Project: a group of five magical girls whose DNA has been infused with those of certain endangered species. Now, Ichigo must find the rest of her teammates to defeat the Chimera Anima—beings infe"
41619,Munou na Nana,TV,Manga,13,Finished Airing,False,2020-10-04,2020-12-27,23 min per ep,R - 17+ (violence & profanity),7.17,183800,4004,724,378085,1743,fall,2020,Bridge,Square Enix|AT-X|Nippon Columbia|BS Fuji|Hakuhodo DY Music & Pictures|Docomo Anime Store|Yomiuri TV Enterprise|Kanon Sound|NichiNare|Kadokawa|Show Corporation,Funimation|Muse Communication,Suspense,Psychological|Super Power,Shounen,"Fifty years ago, horrific creatures dubbed as the ""enemies of humanity"" suddenly appeared around the world. To combat these threats, teenagers gifted with supernatural abilities called ""Talents""—such as pyrokinesis and time travel—hone their powers at an academy on a secluded island. 

Nanao Nakajima, however, is quite different from the others on the island: he has no Talent. With many ""Talented"" teenagers around him, Nanao is often a target for bullying, but even so, he still strives to complete his training. Soon after, two transfer students, the mysterious Kyouya Onodera and the mind-reading Nana Hiiragi, join the class. But just as everyone starts blending as comrades-in-arms, mysterious disappearances begin to threaten the class's entire foundation.

[Written by MAL Rewrite]"
41694,Hataraku Saibou Black,TV,Manga,13,Finished Airing,False,2021-01-10,2021-03-19,23 min per ep,PG-13 - Teens 13 or older,7.52,87892,2109,1160,244872,470,winter,2021,LIDENFILMS,Aniplex|Kodansha|Studio Mausu|Tokyo MX|NetEase,Aniplex of America,Action|Drama,Anthropomorphic|Educational|Medical,Seinen,"Due to poor lifestyle choices, a certain human's body is in constant turmoil. With germs, bacteria, and foreign substances abound, the jobs of various cells become increasingly difficult and dangerous. As some of the unfortunate ones who matured in this chaotic environment, Sekkekkyuu AA2153 and Hakkekkyuu U-1196 strive to fulfill their duties—even if it means seeing many of their fellow cells lose their lives in duty.

Set in an environment vastly different from its parent story, Hataraku Saibou Black portrays the cells' struggles as they try to maintain the body's health. However, the human's condition continues to deteriorate, and whether or not these efforts will amount to something concrete depends on the cells!

[Written by MAL Rewrite]"
41812,Megami-ryou no Ryoubo-kun.,TV,Manga,10,Finished Airing,False,2021-07-14,2021-09-15,24 min per ep,R+ - Mild Nudity,6.49,89737,8094,1252,224289,1312,summer,2021,asread.,AT-X|Kadokawa Media House|Kadokawa,Sentai Filmworks,Comedy|Romance|Ecchi,Harem,Shounen,"Twelve-year-old Koushi Nagumo's life suddenly goes downhill when his father abandons him after their house burns down. Left to fend for himself, Koushi collapses on the street, but an eccentric woman named Mineru Wachi takes pity on him and brings him to the female dormitory ""Megami-ryou.""

After learning of Koushi's situation, Mineru, who happens to be the temporary manager, invites him to become Megami-ryou's official dormitory mother. However, what awaits him are the dorm's residents—each with their own wacky shenanigans—like the androphobic yet gentle Atena Saotome, the feminine tomboy Kiriya Senshou, and Mineru herself, whose recklessness knows no bounds when it comes to science. Despite this, Koushi does his best to fulfill the duties of this crazy new life!

[Written by MAL Rewrite]"
41833,Kyuuketsuki Sugu Shinu,TV,Manga,12,Finished Airing,False,2021-10-04,2021-12-20,23 min per ep,PG-13 - Teens 13 or older,7.28,37508,3302,2359,102249,655,fall,2021,Madhouse,Frontier Works|Marvelous Entertainment|Pony Canyon|Studio Mausu|Hakuhodo DY Music & Pictures|Akita Shoten|BS11|Kadokawa Media House,Funimation,Comedy|Fantasy,Adult Cast|Gag Humor|Urban Fantasy|Vampire,Shounen,"Vampires are known to have many weaknesses that balance out their incredible power, but the vampire lord Draluc happens to be weak to pretty much anything.

The vampire hunter Ronald receives a job to infiltrate the castle of the so-called ""Invincible Progenitor"" and rescue a woman's son from the monster within. But upon arriving, he is dumbfounded to discover that the vampire quickly turns to ash by something as trivial as a clap of his hands! Moreover, the child he was sent to save had merely wandered in to play the vampire lord's video games while he slept!

In a disastrous turn of events, Draluc's castle is destroyed, and the fragile vampire decides to move in with the hunter who has only just defeated him. Ronald, Draluc, and the vampire's pet armadillo John form quite the eccentric team as they are forced to work together while fending off Ronald's violent editor, the lesser vampires plaguing the city, and even their fellow vampire hunters.

[Written by MAL Rewrite]"
42249,Tokyo Revengers,TV,Manga,24,Finished Airing,False,2021-04-11,2021-09-19,23 min per ep,R - 17+ (violence & profanity),7.82,778448,1122,106,1403717,25293,spring,2021,LIDENFILMS,Mainichi Broadcasting System|Pony Canyon|Kodansha|AT-X|Ultra Super Pictures|Studio Mausu|Sammy,VIZ Media,Action|Drama,Delinquents|Time Travel,Shounen,"Takemichi Hanagaki's second year of middle school was the highest point in his life. He had respect, a gang of friends he could count on, and even a girlfriend. But that was twelve years ago. Today, he's a nobody: a washed-up nonentity made fun of by children and always forced to apologize to his younger boss. A sudden news report on the Tokyo Manji Gang's cruel murder of the only girlfriend he ever had alongside her brother only adds insult to injury. Half a second before a train ends his pitiful life for good, Takemichi flashes back to that same day 12 years ago, when he was still dating Hinata Tachibana.

After being forced to relive the very same day that began his downward spiral, Takemichi meets Hinata's younger brother. Without thinking, he admits to his seeming death before flashing back to the past. Takemichi urges him to protect his sister before inexplicably returning to the future. Miraculously, he is not dead. Stranger still, the future has changed. It seems as though Take"
42892,Baraou no Souretsu,TV,Manga,24,Finished Airing,False,2022-01-09,2022-06-26,23 min per ep,PG-13 - Teens 13 or older,6.42,14322,8502,3078,65902,408,winter,2022,J.C.Staff,Lantis|Akita Shoten,Crunchyroll,Action|Drama|Supernatural,Historical,Shoujo,"Richard Plantagenet has dedicated his whole life to becoming strong enough to fight alongside his father, the Duke of York. Together they have waged war to reclaim the right to the throne of England from King Henry VI and the House of Lancaster. However, the young Richard hides a secret—one that his mother scorns him for, which the cruel voices in his head never fail to remind him of. Even amid his personal turmoil, he is fortunate to find solace in the light of his father's love. But when the War of the Roses takes a turn for the bloodier, the fervent ambitions of Richard grow while his old loyalties splinter, threatening to taint his family's path to glory.

[Written by MAL Rewrite]"
42897,Horimiya,TV,Manga,13,Finished Airing,False,2021-01-10,2021-04-04,23 min per ep,PG-13 - Teens 13 or older,8.18,992723,476,79,1631391,39819,winter,2021,CloverWorks,Aniplex|Square Enix|Mainichi Broadcasting System|Movic|Kanetsu Investment|My Theater D.D.|Global Solutions|Mirai-Kojo,Funimation,Romance,School,Shounen,"On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent.

Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world.

[Written by MAL Rewrite]"
42963,"Kanojo, Okarishimasu 2nd Season",TV,Manga,12,Finished Airing,False,2022-07-02,2022-09-17,24 min per ep,PG-13 - Teens 13 or older,6.7,199097,6782,548,474532,4869,summer,2022,TMS Entertainment,Mainichi Broadcasting System|Kodansha|DMM pictures|DMM Music,Crunchyroll,Comedy|Romance,Adult Cast|Harem,Shounen,"A year after they met, Kazuya Kinoshita and Chizuru Mizuhara still regularly see each other through the rental girlfriend app. However, Chizuru confesses that she is ready to quit her job to pursue her true passion—acting. Despite wishing to maintain the relationship they have, Kazuya decides to support her dream.

When Kazuya goes to watch Chizuru's anticipated first play, he is amazed by her talent and ability to captivate the audience. At the same time, he is saddened at the thought that she will undoubtedly be scouted by the famous director in attendance.

However, after the show, Chizuru explains that the director recruited another actress, lamenting her lack of talent. Frustrated on her behalf, Kazuya resolves to rent her every week to help her financially. But as Kazuya's ex-girlfriend Mami Nanami lingers around for unknown reasons, hesitance muddles his true feelings, and fulfilling his promise to Chizuru becomes uncertain.

[Written by MAL Rewrite]"
